EVENT_ID,SOURCE,PROJECT,STATION,SAMPLE_DATE,SAMPLE_TIME,DEPTH,LAYER,SAMPLE_TYPE,SAMPLE_ID,PARAMETER,QUALIFIER,VALUE,UNIT,METHOD,LAB,PROBLEM,DETAILS,TOTAL_DEPTH,UPPER_PYCNOCLINE,LOWER_PYCNOCLINE,LAT,LONG
39503,MDDNR,TRIB,CB5.1W,5/3/1999,10:50,8,B,ISM,M1,SALINITY,,11.97,PPT,F02,,,,8.9,,,38.32522,-76.37574
39504,MDDNR,TRIB,CB5.1W,5/17/1999,10:35,0.5,S,ISM,M1,SALINITY,,12.13,PPT,F02,,,,8.9,,,38.32522,-76.37574
39504,MDDNR,TRIB,CB5.1W,5/17/1999,10:35,3,AP,ISM,M1,SALINITY,,12.2,PPT,F02,,,,8.9,,,38.32522,-76.37574
39504,MDDNR,TRIB,CB5.1W,5/17/1999,10:35,6,BP,ISM,M1,SALINITY,,12.26,PPT,F02,,,,8.9,,,38.32522,-76.37574
39504,MDDNR,TRIB,CB5.1W,5/17/1999,10:35,8,B,ISM,M1,SALINITY,,12.26,PPT,F02,,,,8.9,,,38.32522,-76.37574
39505,MDDNR,TRIB,CB5.1W,6/1/1999,10:45,0.5,S,ISM,M1,SALINITY,,13.79,PPT,F02,,,,10,,,38.32522,-76.37574
39505,MDDNR,TRIB,CB5.1W,6/1/1999,10:45,3,AP,ISM,M1,SALINITY,,13.79,PPT,F02,,,,10,,,38.32522,-76.37574
39505,MDDNR,TRIB,CB5.1W,6/1/1999,10:45,6,BP,ISM,M1,SALINITY,,13.79,PPT,F02,,,,10,,,38.32522,-76.37574
39505,MDDNR,TRIB,CB5.1W,6/1/1999,10:45,8,B,ISM,M1,SALINITY,,11.41,PPT,F02,,,,10,,,38.32522,-76.37574
39506,MDDNR,TRIB,CB5.1W,6/14/1999,9:15,0.5,S,ISM,M1,SALINITY,,14.26,PPT,F02,,,,10,,,38.32522,-76.37574
39506,MDDNR,TRIB,CB5.1W,6/14/1999,9:15,3,AP,ISM,M1,SALINITY,,14.26,PPT,F02,,,,10,,,38.32522,-76.37574
39506,MDDNR,TRIB,CB5.1W,6/14/1999,9:15,6,BP,ISM,M1,SALINITY,,14.73,PPT,F02,,,,10,,,38.32522,-76.37574
39506,MDDNR,TRIB,CB5.1W,6/14/1999,9:15,8,B,ISM,M1,SALINITY,,15.68,PPT,F02,,,,10,,,38.32522,-76.37574
39507,MDDNR,TRIB,CB5.1W,7/1/1999,10:55,0.5,S,ISM,M1,SALINITY,,15.47,PPT,F02,,,,10,,,38.32522,-76.37574
39507,MDDNR,TRIB,CB5.1W,7/1/1999,10:55,3,AP,ISM,M1,SALINITY,,15.47,PPT,F02,,,,10,,,38.32522,-76.37574
39507,MDDNR,TRIB,CB5.1W,7/1/1999,10:55,6,BP,ISM,M1,SALINITY,,15.81,PPT,F02,,,,10,,,38.32522,-76.37574
39507,MDDNR,TRIB,CB5.1W,7/1/1999,10:55,8,B,ISM,M1,SALINITY,,16.22,PPT,F02,,,,10,,,38.32522,-76.37574
39508,MDDNR,TRIB,CB5.1W,7/15/1999,10:00,0.5,S,ISM,M1,SALINITY,,15.54,PPT,F02,,,,10,,,38.32522,-76.37574
39508,MDDNR,TRIB,CB5.1W,7/15/1999,10:00,3,AP,ISM,M1,SALINITY,,15.61,PPT,F02,,,,10,,,38.32522,-76.37574
39508,MDDNR,TRIB,CB5.1W,7/15/1999,10:00,6,BP,ISM,M1,SALINITY,,15.68,PPT,F02,,,,10,,,38.32522,-76.37574
39508,MDDNR,TRIB,CB5.1W,7/15/1999,10:00,8,B,ISM,M1,SALINITY,,15.88,PPT,F02,,,,10,,,38.32522,-76.37574
39509,MDDNR,TRIB,CB5.1W,8/12/1999,9:04,0.5,S,ISM,M1,SALINITY,,17.45,PPT,F02,,,,10,,,38.32522,-76.37574
39509,MDDNR,TRIB,CB5.1W,8/12/1999,9:04,3,AP,ISM,M1,SALINITY,,17.52,PPT,F02,,,,10,,,38.32522,-76.37574
39509,MDDNR,TRIB,CB5.1W,8/12/1999,9:04,6,BP,ISM,M1,SALINITY,,17.59,PPT,F02,,,,10,,,38.32522,-76.37574
39509,MDDNR,TRIB,CB5.1W,8/12/1999,9:04,8,B,ISM,M1,SALINITY,,17.93,PPT,F02,,,,10,,,38.32522,-76.37574
39510,MDDNR,TRIB,CB5.1W,8/26/1999,8:10,0.5,S,ISM,M1,SALINITY,,17.45,PPT,F02,,,,10,,,38.32522,-76.37574
39510,MDDNR,TRIB,CB5.1W,8/26/1999,8:10,3,AP,ISM,M1,SALINITY,,17.66,PPT,F02,,,,10,,,38.32522,-76.37574
39510,MDDNR,TRIB,CB5.1W,8/26/1999,8:10,6,BP,ISM,M1,SALINITY,,17.93,PPT,F02,,,,10,,,38.32522,-76.37574
39510,MDDNR,TRIB,CB5.1W,8/26/1999,8:10,8,B,ISM,M1,SALINITY,,18.21,PPT,F02,,,,10,,,38.32522,-76.37574
39511,MDDNR,TRIB,CB5.1W,9/13/1999,11:20,0.5,S,ISM,M1,SALINITY,,17.59,PPT,F02,,,,10,,,38.32522,-76.37574
39511,MDDNR,TRIB,CB5.1W,9/13/1999,11:20,3,AP,ISM,M1,SALINITY,,17.59,PPT,F02,,,,10,,,38.32522,-76.37574
39511,MDDNR,TRIB,CB5.1W,9/13/1999,11:20,6,BP,ISM,M1,SALINITY,,17.79,PPT,F02,,,,10,,,38.32522,-76.37574
39511,MDDNR,TRIB,CB5.1W,9/13/1999,11:20,8,B,ISM,M1,SALINITY,,18.14,PPT,F02,,,,10,,,38.32522,-76.37574
39512,MDDNR,TRIB,CB5.1W,9/27/1999,9:15,0.5,S,ISM,M1,SALINITY,,17.59,PPT,F02,,,,10,,,38.32522,-76.37574
39512,MDDNR,TRIB,CB5.1W,9/27/1999,9:15,3,AP,ISM,M1,SALINITY,,17.93,PPT,F02,,,,10,,,38.32522,-76.37574
39512,MDDNR,TRIB,CB5.1W,9/27/1999,9:15,6,BP,ISM,M1,SALINITY,,18,PPT,F02,,,,10,,,38.32522,-76.37574
39512,MDDNR,TRIB,CB5.1W,9/27/1999,9:15,8,B,ISM,M1,SALINITY,,18.07,PPT,F02,,,,10,,,38.32522,-76.37574
39513,MDDNR,TRIB,CB5.1W,10/14/1999,10:40,0.5,S,ISM,M1,SALINITY,,17.52,PPT,F02,,,,10,,,38.32522,-76.37574
39513,MDDNR,TRIB,CB5.1W,10/14/1999,10:40,3,AP,ISM,M1,SALINITY,,17.52,PPT,F02,,,,10,,,38.32522,-76.37574
39513,MDDNR,TRIB,CB5.1W,10/14/1999,10:40,6,BP,ISM,M1,SALINITY,,17.52,PPT,F02,,,,10,,,38.32522,-76.37574
39513,MDDNR,TRIB,CB5.1W,10/14/1999,10:40,8,B,ISM,M1,SALINITY,,17.52,PPT,F02,,,,10,,,38.32522,-76.37574
39514,MDDNR,TRIB,CB5.1W,10/28/1999,9:50,0.5,S,ISM,M1,SALINITY,,16.15,PPT,F02,,,,10,,,38.32522,-76.37574
39514,MDDNR,TRIB,CB5.1W,10/28/1999,9:50,3,AP,ISM,M1,SALINITY,,16.22,PPT,F02,,,,10,,,38.32522,-76.37574
39514,MDDNR,TRIB,CB5.1W,10/28/1999,9:50,6,BP,ISM,M1,SALINITY,,16.09,PPT,F02,,,,10,,,38.32522,-76.37574
39514,MDDNR,TRIB,CB5.1W,10/28/1999,9:50,8,B,ISM,M1,SALINITY,,16.22,PPT,F02,,,,10,,,38.32522,-76.37574
39515,MDDNR,TRIB,CB5.1W,11/15/1999,10:15,0.5,S,ISM,M1,SALINITY,,16.63,PPT,F02,,,,10,,,38.32522,-76.37574
39515,MDDNR,TRIB,CB5.1W,11/15/1999,10:15,3,AP,ISM,M1,SALINITY,,16.63,PPT,F02,,,,10,,,38.32522,-76.37574
39515,MDDNR,TRIB,CB5.1W,11/15/1999,10:15,6,BP,ISM,M1,SALINITY,,16.63,PPT,F02,,,,10,,,38.32522,-76.37574
39515,MDDNR,TRIB,CB5.1W,11/15/1999,10:15,8,B,ISM,M1,SALINITY,,16.77,PPT,F02,,,,10,,,38.32522,-76.37574
39516,MDDNR,TRIB,CB5.1W,12/13/1999,10:18,0.5,S,ISM,M1,SALINITY,,16.56,PPT,F02,,,,10,,,38.32522,-76.37574
39516,MDDNR,TRIB,CB5.1W,12/13/1999,10:18,3,AP,ISM,M1,SALINITY,,16.63,PPT,F02,,,,10,,,38.32522,-76.37574
39516,MDDNR,TRIB,CB5.1W,12/13/1999,10:18,6,BP,ISM,M1,SALINITY,,16.7,PPT,F02,,,,10,,,38.32522,-76.37574
39516,MDDNR,TRIB,CB5.1W,12/13/1999,10:18,8,B,ISM,M1,SALINITY,,16.84,PPT,F02,,,,10,,,38.32522,-76.37574
39517,MDDNR,TRIB,CB5.1W,1/10/2000,9:25,0.5,S,ISM,M1,SALINITY,,16.9,PPT,F02,,,,10,,,38.32522,-76.37574
39517,MDDNR,TRIB,CB5.1W,1/10/2000,9:25,3,AP,ISM,M1,SALINITY,,16.63,PPT,F02,,,,10,,,38.32522,-76.37574
39517,MDDNR,TRIB,CB5.1W,1/10/2000,9:25,6,BP,ISM,M1,SALINITY,,16.63,PPT,F02,,,,10,,,38.32522,-76.37574
39517,MDDNR,TRIB,CB5.1W,1/10/2000,9:25,8,B,ISM,M1,SALINITY,,17.11,PPT,F02,,,,10,,,38.32522,-76.37574
39518,MDDNR,TRIB,CB5.1W,2/7/2000,8:30,0.5,S,ISM,M1,SALINITY,,15.34,PPT,F02,,,,10,,,38.32522,-76.37574
39518,MDDNR,TRIB,CB5.1W,2/7/2000,8:30,3,AP,ISM,M1,SALINITY,,15.41,PPT,F02,,,,10,,,38.32522,-76.37574
39518,MDDNR,TRIB,CB5.1W,2/7/2000,8:30,6,BP,ISM,M1,SALINITY,,15.68,PPT,F02,,,,10,,,38.32522,-76.37574
39518,MDDNR,TRIB,CB5.1W,2/7/2000,8:30,8,B,ISM,M1,SALINITY,,18.62,PPT,F02,,,,10,,,38.32522,-76.37574
39519,MDDNR,TRIB,CB5.1W,3/7/2000,8:20,0.5,S,ISM,M1,SALINITY,,11.67,PPT,F02,,,,10,,,38.32522,-76.37574
39519,MDDNR,TRIB,CB5.1W,3/7/2000,8:20,3,AP,ISM,M1,SALINITY,,11.93,PPT,F02,,,,10,,,38.32522,-76.37574
39519,MDDNR,TRIB,CB5.1W,3/7/2000,8:20,6,BP,ISM,M1,SALINITY,,13.33,PPT,F02,,,,10,,,38.32522,-76.37574
39519,MDDNR,TRIB,CB5.1W,3/7/2000,8:20,8,B,ISM,M1,SALINITY,,14.33,PPT,F02,,,,10,,,38.32522,-76.37574
39520,MDDNR,TRIB,CB5.1W,3/21/2000,8:15,0.5,S,ISM,M1,SALINITY,,14.6,PPT,F02,,,,10,,,38.32522,-76.37574
39520,MDDNR,TRIB,CB5.1W,3/21/2000,8:15,3,AP,ISM,M1,SALINITY,,14.6,PPT,F02,,,,10,,,38.32522,-76.37574
39520,MDDNR,TRIB,CB5.1W,3/21/2000,8:15,6,BP,ISM,M1,SALINITY,,14.6,PPT,F02,,,,10,,,38.32522,-76.37574
39520,MDDNR,TRIB,CB5.1W,3/21/2000,8:15,8,B,ISM,M1,SALINITY,,14.6,PPT,F02,,,,10,,,38.32522,-76.37574
39521,MDDNR,TRIB,CB5.1W,4/4/2000,8:10,0.5,S,ISM,M1,SALINITY,,13.86,PPT,F02,,,,10,,,38.32522,-76.37574
39521,MDDNR,TRIB,CB5.1W,4/4/2000,8:10,1,M,ISM,M1,SALINITY,,13.86,PPT,F02,,,,10,,,38.32522,-76.37574
39521,MDDNR,TRIB,CB5.1W,4/4/2000,8:10,2,M,ISM,M1,SALINITY,,13.93,PPT,F02,,,,10,,,38.32522,-76.37574
39521,MDDNR,TRIB,CB5.1W,4/4/2000,8:10,3,AP,ISM,M1,SALINITY,,13.93,PPT,F02,,,,10,,,38.32522,-76.37574
39521,MDDNR,TRIB,CB5.1W,4/4/2000,8:10,6,BP,ISM,M1,SALINITY,,14.13,PPT,F02,,,,10,,,38.32522,-76.37574
39521,MDDNR,TRIB,CB5.1W,4/4/2000,8:10,8,B,ISM,M1,SALINITY,,17.18,PPT,F02,,,,10,,,38.32522,-76.37574
39522,MDDNR,TRIB,CB5.1W,4/18/2000,8:05,0.5,S,ISM,M1,SALINITY,,9.4,PPT,F02,,,,10,,,38.32522,-76.37574
39522,MDDNR,TRIB,CB5.1W,4/18/2000,8:05,3,AP,ISM,M1,SALINITY,,9.4,PPT,F02,,,,10,,,38.32522,-76.37574
39522,MDDNR,TRIB,CB5.1W,4/18/2000,8:05,6,BP,ISM,M1,SALINITY,,9.4,PPT,F02,,,,10,,,38.32522,-76.37574
39522,MDDNR,TRIB,CB5.1W,4/18/2000,8:05,8,B,ISM,M1,SALINITY,,9.46,PPT,F02,,,,10,,,38.32522,-76.37574
768,MDDNR,TRIB,CB5.1W,5/4/2000,9:15,0.5,S,ISM,M1,SALINITY,,10.43,PPT,F02,,,,10,,,38.32522,-76.37574
768,MDDNR,TRIB,CB5.1W,5/4/2000,9:15,3,AP,ISM,M1,SALINITY,,10.63,PPT,F02,,,,10,,,38.32522,-76.37574
768,MDDNR,TRIB,CB5.1W,5/4/2000,9:15,6,BP,ISM,M1,SALINITY,,10.89,PPT,F02,,,,10,,,38.32522,-76.37574
768,MDDNR,TRIB,CB5.1W,5/4/2000,9:15,8,B,ISM,M1,SALINITY,,13.33,PPT,F02,,,,10,,,38.32522,-76.37574
779,MDDNR,TRIB,CB5.1W,5/18/2000,9:10,0.5,S,ISM,M1,SALINITY,,10.95,PPT,F02,,,,10,,,38.32522,-76.37574
779,MDDNR,TRIB,CB5.1W,5/18/2000,9:10,3,AP,ISM,M1,SALINITY,,10.95,PPT,F02,,,,10,,,38.32522,-76.37574
779,MDDNR,TRIB,CB5.1W,5/18/2000,9:10,6,BP,ISM,M1,SALINITY,,11.41,PPT,F02,,,,10,,,38.32522,-76.37574
779,MDDNR,TRIB,CB5.1W,5/18/2000,9:10,8,B,ISM,M1,SALINITY,,13.86,PPT,F02,,,,10,,,38.32522,-76.37574
67522,MDDNR,TRIB,CB5.1W,6/1/2000,8:10,0.5,S,ISM,M1,SALINITY,,8.63,PPT,F02,,,,9,,,38.32522,-76.37574
67522,MDDNR,TRIB,CB5.1W,6/1/2000,8:10,3,AP,ISM,M1,SALINITY,,8.89,PPT,F02,,,,9,,,38.32522,-76.37574
67522,MDDNR,TRIB,CB5.1W,6/1/2000,8:10,6,BP,ISM,M1,SALINITY,,10.3,PPT,F02,,,,9,,,38.32522,-76.37574
