Station,Date,Time (EST),Date+Time,DO (conc.),DO (%),Salinity (ppt),Temp (°C),Temp (°F),pH,Turbidity (NTU),Chlorophyll a (µg/l)
Patuxent River - Jug Bay,01-Jan-2008,15:00:01,01-Jan-2008 15:00:01,11.27,92.5,0.17,6.85,44.3299998283386,,17.6,2.3
Patuxent River - Jug Bay,01-Jan-2008,15:15:01,01-Jan-2008 15:15:01,11.28,92.4,0.17,6.75,44.15,,15.8,2.4
Patuxent River - Jug Bay,01-Jan-2008,15:30:01,01-Jan-2008 15:30:01,11.31,92.6,0.17,6.69,44.0420001029968,,15.3,2.3
Patuxent River - Jug Bay,01-Jan-2008,15:45:01,01-Jan-2008 15:45:01,11.34,92.8,0.17,6.7,44.0599996566772,,15.8,2.6
Patuxent River - Jug Bay,01-Jan-2008,16:00:01,01-Jan-2008 16:00:01,11.39,93.0,0.17,6.61,43.8980002403259,,15.8,2.0
Patuxent River - Jug Bay,01-Jan-2008,16:15:01,01-Jan-2008 16:15:01,11.4,93.3,0.17,6.7,44.0599996566772,,15.3,2.3
Patuxent River - Jug Bay,01-Jan-2008,16:30:01,01-Jan-2008 16:30:01,11.43,93.4,0.17,6.61,43.8980002403259,,15.3,2.4
Patuxent River - Jug Bay,01-Jan-2008,16:45:01,01-Jan-2008 16:45:01,11.42,93.1,0.17,6.54,43.7719999313355,,17.0,2.1
Patuxent River - Jug Bay,01-Jan-2008,17:00:01,01-Jan-2008 17:00:01,11.41,92.9,0.17,6.52,43.7359999656677,,15.5,2.1
Patuxent River - Jug Bay,01-Jan-2008,17:15:01,01-Jan-2008 17:15:01,11.4,92.9,0.17,6.53,43.754000377655,,15.2,2.5
Patuxent River - Jug Bay,01-Jan-2008,17:30:01,01-Jan-2008 17:30:01,11.39,92.6,0.17,6.42,43.5560001373291,,15.9,2.2
Patuxent River - Jug Bay,01-Jan-2008,17:45:01,01-Jan-2008 17:45:01,11.37,92.3,0.17,6.36,43.4480002403259,,14.2,2.2
Patuxent River - Jug Bay,01-Jan-2008,18:00:01,01-Jan-2008 18:00:01,11.32,91.6,0.17,6.25,43.25,,27.5,2.8
Patuxent River - Jug Bay,01-Jan-2008,18:15:01,01-Jan-2008 18:15:01,11.41,92.3,0.17,6.26,43.2680004119873,,20.5,2.4
Patuxent River - Jug Bay,01-Jan-2008,18:30:01,01-Jan-2008 18:30:01,11.42,92.5,0.17,6.27,43.2859999656677,,18.5,2.7
Patuxent River - Jug Bay,01-Jan-2008,18:45:01,01-Jan-2008 18:45:01,11.41,92.3,0.17,6.26,43.2680004119873,,15.8,2.0
Patuxent River - Jug Bay,01-Jan-2008,19:00:01,01-Jan-2008 19:00:01,11.37,91.8,0.17,6.14,43.0519997596741,,15.0,2.3
Patuxent River - Jug Bay,01-Jan-2008,19:15:01,01-Jan-2008 19:15:01,11.39,91.8,0.17,6.09,42.9620002746582,,14.0,2.4
Patuxent River - Jug Bay,01-Jan-2008,19:30:01,01-Jan-2008 19:30:01,11.36,91.5,0.17,6.08,42.9439998626709,,14.0,2.2
Patuxent River - Jug Bay,01-Jan-2008,19:45:01,01-Jan-2008 19:45:01,11.32,91.1,0.17,6.0,42.8,,14.4,2.3
Patuxent River - Jug Bay,01-Jan-2008,20:00:01,01-Jan-2008 20:00:01,11.37,91.4,0.17,5.98,42.7640000343323,,15.1,2.5
Patuxent River - Jug Bay,01-Jan-2008,20:15:01,01-Jan-2008 20:15:01,11.42,91.4,0.17,5.83,42.4939998626709,,15.1,2.3
Patuxent River - Jug Bay,01-Jan-2008,20:30:01,01-Jan-2008 20:30:01,11.42,91.4,0.17,5.8,42.4400003433228,,15.7,1.8
Patuxent River - Jug Bay,01-Jan-2008,20:45:01,01-Jan-2008 20:45:01,11.43,91.5,0.17,5.82,42.4760003089905,,13.8,1.9
Patuxent River - Jug Bay,01-Jan-2008,21:00:01,01-Jan-2008 21:00:01,11.43,91.5,0.17,5.82,42.4760003089905,,13.5,2.4
Patuxent River - Jug Bay,01-Jan-2008,21:15:01,01-Jan-2008 21:15:01,11.42,91.5,0.17,5.82,42.4760003089905,,13.7,2.1
Patuxent River - Jug Bay,01-Jan-2008,21:30:01,01-Jan-2008 21:30:01,11.43,91.5,0.17,5.83,42.4939998626709,,13.3,1.9
Patuxent River - Jug Bay,01-Jan-2008,21:45:01,01-Jan-2008 21:45:01,11.42,91.4,0.17,5.81,42.4579998970032,,13.4,1.9
Patuxent River - Jug Bay,01-Jan-2008,22:00:01,01-Jan-2008 22:00:01,11.4,91.3,0.17,5.82,42.4760003089905,,13.6,1.9
Patuxent River - Jug Bay,01-Jan-2008,22:15:01,01-Jan-2008 22:15:01,11.39,91.4,0.17,5.92,42.6560001373291,,13.6,2.2
Patuxent River - Jug Bay,01-Jan-2008,22:30:01,01-Jan-2008 22:30:01,11.38,91.3,0.17,5.93,42.6739996910095,,13.6,2.2
Patuxent River - Jug Bay,01-Jan-2008,22:45:01,01-Jan-2008 22:45:01,11.35,91.2,0.17,5.94,42.6920001029968,,13.0,2.1
Patuxent River - Jug Bay,01-Jan-2008,23:00:01,01-Jan-2008 23:00:01,11.37,91.3,0.17,5.94,42.6920001029968,,13.1,2.1
Patuxent River - Jug Bay,01-Jan-2008,23:15:01,01-Jan-2008 23:15:01,11.37,91.3,0.17,5.92,42.6560001373291,,13.1,2.1
Patuxent River - Jug Bay,01-Jan-2008,23:30:01,01-Jan-2008 23:30:01,11.37,91.2,0.17,5.91,42.6379997253418,,13.1,2.3
Patuxent River - Jug Bay,01-Jan-2008,23:45:01,01-Jan-2008 23:45:01,11.47,90.4,0.17,5.19,41.3420001029968,,13.3,2.0
Patuxent River - Jug Bay,02-Jan-2008,00:00:01,02-Jan-2008 00:00:01,11.44,90.8,0.17,5.5,41.9,,12.8,2.3
Patuxent River - Jug Bay,02-Jan-2008,00:15:01,02-Jan-2008 00:15:01,11.43,91.4,0.17,5.78,42.404000377655,,12.6,2.2
Patuxent River - Jug Bay,02-Jan-2008,00:30:01,02-Jan-2008 00:30:01,11.43,91.6,0.17,5.87,42.5659997940063,,14.7,2.4
Patuxent River - Jug Bay,02-Jan-2008,00:45:01,02-Jan-2008 00:45:01,11.42,91.7,0.17,5.94,42.6920001029968,,13.4,2.5
Patuxent River - Jug Bay,02-Jan-2008,01:00:01,02-Jan-2008 01:00:01,11.42,91.7,0.17,5.96,42.7280000686645,,14.1,2.0
Patuxent River - Jug Bay,02-Jan-2008,01:15:01,02-Jan-2008 01:15:01,11.42,91.6,0.17,5.91,42.6379997253418,,14.5,2.4
Patuxent River - Jug Bay,02-Jan-2008,01:30:01,02-Jan-2008 01:30:01,11.48,91.6,0.17,5.69,42.2420001029968,,14.8,2.0
Patuxent River - Jug Bay,02-Jan-2008,01:45:01,02-Jan-2008 01:45:01,11.48,91.3,0.17,5.59,42.0620002746582,,14.2,2.6
Patuxent River - Jug Bay,02-Jan-2008,02:00:01,02-Jan-2008 02:00:01,11.51,91.2,0.17,5.4,41.7200001716614,,14.7,2.2
Patuxent River - Jug Bay,02-Jan-2008,02:15:01,02-Jan-2008 02:15:01,11.51,91.0,0.18,5.34,41.6120002746582,,14.4,2.2
Patuxent River - Jug Bay,02-Jan-2008,02:30:01,02-Jan-2008 02:30:01,11.54,91.1,0.17,5.28,41.504000377655,,14.2,2.2
Patuxent River - Jug Bay,02-Jan-2008,02:45:01,02-Jan-2008 02:45:01,11.56,91.0,0.17,5.16,41.2879997253418,,15.1,2.2
Patuxent River - Jug Bay,02-Jan-2008,03:00:01,02-Jan-2008 03:00:01,11.59,90.7,0.17,4.95,40.9099996566772,,17.5,2.0
Patuxent River - Jug Bay,02-Jan-2008,03:15:01,02-Jan-2008 03:15:01,11.59,90.7,0.17,4.92,40.8560001373291,,21.0,2.3
Patuxent River - Jug Bay,02-Jan-2008,03:30:01,02-Jan-2008 03:30:01,11.52,90.9,0.17,5.26,41.4680004119873,,21.5,2.7
Patuxent River - Jug Bay,02-Jan-2008,03:45:01,02-Jan-2008 03:45:01,11.56,90.9,0.18,5.12,41.2159997940064,,21.3,2.4
Patuxent River - Jug Bay,02-Jan-2008,04:00:01,02-Jan-2008 04:00:01,11.56,90.8,0.18,5.11,41.1980002403259,,31.6,2.9
Patuxent River - Jug Bay,02-Jan-2008,04:15:01,02-Jan-2008 04:15:01,11.47,90.7,0.18,5.35,41.6299998283386,,33.9,2.8
Patuxent River - Jug Bay,02-Jan-2008,04:30:01,02-Jan-2008 04:30:01,11.5,90.7,0.18,5.23,41.4140000343323,,23.9,2.6
Patuxent River - Jug Bay,02-Jan-2008,04:45:01,02-Jan-2008 04:45:01,11.59,90.6,0.18,4.91,40.8379997253418,,26.7,2.5
Patuxent River - Jug Bay,02-Jan-2008,05:00:01,02-Jan-2008 05:00:01,11.53,90.7,0.17,5.12,41.2159997940064,,33.7,2.7
Patuxent River - Jug Bay,02-Jan-2008,05:15:01,02-Jan-2008 05:15:01,11.38,90.5,0.18,5.56,42.0079998970032,,28.9,2.6
Patuxent River - Jug Bay,02-Jan-2008,05:30:01,02-Jan-2008 05:30:01,11.48,90.4,0.18,5.15,41.2700001716614,,31.6,2.7
Patuxent River - Jug Bay,02-Jan-2008,05:45:01,02-Jan-2008 05:45:01,11.51,90.3,0.18,5.04,41.0719999313354,,36.7,3.1
Patuxent River - Jug Bay,02-Jan-2008,06:00:01,02-Jan-2008 06:00:01,11.5,90.1,0.18,5.0,41.0,,24.6,2.4
Patuxent River - Jug Bay,02-Jan-2008,06:15:01,02-Jan-2008 06:15:01,11.43,90.2,0.19,5.23,41.4140000343323,,35.5,3.1
Patuxent River - Jug Bay,02-Jan-2008,06:30:01,02-Jan-2008 06:30:01,11.45,90.0,0.18,5.13,41.2340002059937,,43.4,3.1
Patuxent River - Jug Bay,02-Jan-2008,06:45:01,02-Jan-2008 06:45:01,11.45,89.8,0.19,5.04,41.0719999313354,,43.6,2.9
Patuxent River - Jug Bay,02-Jan-2008,07:00:01,02-Jan-2008 07:00:01,11.41,89.7,0.19,5.12,41.2159997940064,,28.6,2.5
Patuxent River - Jug Bay,02-Jan-2008,07:15:01,02-Jan-2008 07:15:01,11.44,89.7,0.19,5.0,41.0,,30.5,2.3
Patuxent River - Jug Bay,02-Jan-2008,07:30:01,02-Jan-2008 07:30:01,11.45,89.8,0.19,5.0,41.0,,27.7,2.5
Patuxent River - Jug Bay,02-Jan-2008,07:45:01,02-Jan-2008 07:45:01,11.46,89.9,0.2,5.0,41.0,,21.3,2.6
Patuxent River - Jug Bay,02-Jan-2008,08:00:01,02-Jan-2008 08:00:01,11.48,90.0,0.2,4.98,40.9640000343323,,25.3,2.5
Patuxent River - Jug Bay,02-Jan-2008,08:15:01,02-Jan-2008 08:15:01,11.46,89.8,0.2,4.97,40.945999622345,,17.8,1.8
Patuxent River - Jug Bay,02-Jan-2008,08:30:01,02-Jan-2008 08:30:01,11.46,89.6,0.19,4.92,40.8560001373291,,20.8,2.0
Patuxent River - Jug Bay,02-Jan-2008,08:45:01,02-Jan-2008 08:45:01,11.5,89.7,0.19,4.8,40.6400003433228,,44.9,3.0
Patuxent River - Jug Bay,02-Jan-2008,09:00:01,02-Jan-2008 09:00:01,11.49,89.8,0.19,4.89,40.8019997596741,,20.0,2.3
Patuxent River - Jug Bay,02-Jan-2008,09:15:01,02-Jan-2008 09:15:01,11.5,89.9,0.19,4.89,40.8019997596741,,20.0,2.3
Patuxent River - Jug Bay,02-Jan-2008,09:30:01,02-Jan-2008 09:30:01,11.5,89.8,0.19,4.88,40.7840002059937,,21.3,2.4
Patuxent River - Jug Bay,02-Jan-2008,09:45:01,02-Jan-2008 09:45:01,11.51,90.0,0.19,4.9,40.8200001716614,,18.6,1.7
Patuxent River - Jug Bay,02-Jan-2008,10:00:01,02-Jan-2008 10:00:01,11.49,89.5,0.2,4.77,40.5859999656677,,26.9,2.4
Patuxent River - Jug Bay,02-Jan-2008,10:15:01,02-Jan-2008 10:15:01,11.48,89.7,0.19,4.86,40.7480002403259,,15.9,1.6
Patuxent River - Jug Bay,02-Jan-2008,10:30:01,02-Jan-2008 10:30:01,11.47,89.7,0.19,4.88,40.7840002059937,,14.3,2.1
Patuxent River - Jug Bay,02-Jan-2008,10:45:01,02-Jan-2008 10:45:01,11.49,89.8,0.19,4.88,40.7840002059937,,15.3,2.3
Patuxent River - Jug Bay,02-Jan-2008,11:00:01,02-Jan-2008 11:00:01,11.5,89.9,0.19,4.91,40.8379997253418,,15.0,1.8
Patuxent River - Jug Bay,02-Jan-2008,11:15:01,02-Jan-2008 11:15:01,11.52,90.1,0.19,4.91,40.8379997253418,,14.6,2.2
Patuxent River - Jug Bay,02-Jan-2008,11:30:01,02-Jan-2008 11:30:01,11.53,90.2,0.19,4.93,40.8739996910095,,14.3,1.9
Patuxent River - Jug Bay,02-Jan-2008,11:45:01,02-Jan-2008 11:45:01,11.65,91.4,0.2,5.0,41.0,,17.1,2.1
Patuxent River - Jug Bay,02-Jan-2008,12:00:01,02-Jan-2008 12:00:01,11.67,91.6,0.2,5.04,41.0719999313354,,17.9,1.9
Patuxent River - Jug Bay,02-Jan-2008,12:15:01,02-Jan-2008 12:15:01,11.64,91.5,0.2,5.08,41.1439998626709,,19.5,2.0
Patuxent River - Jug Bay,02-Jan-2008,12:30:01,02-Jan-2008 12:30:01,11.64,91.5,0.2,5.11,41.1980002403259,,18.9,2.2
Patuxent River - Jug Bay,02-Jan-2008,12:45:01,02-Jan-2008 12:45:01,11.6,91.1,0.2,5.07,41.1260003089905,,19.9,2.0
Patuxent River - Jug Bay,02-Jan-2008,13:00:01,02-Jan-2008 13:00:01,11.61,91.8,0.2,5.33,41.5939998626709,,19.8,1.8
Patuxent River - Jug Bay,02-Jan-2008,13:15:01,02-Jan-2008 13:15:01,11.67,92.0,0.2,5.21,41.3780000686645,,46.8,2.6
Patuxent River - Jug Bay,02-Jan-2008,13:30:01,02-Jan-2008 13:30:01,11.68,92.1,0.2,5.22,41.395999622345,,18.8,1.9
Patuxent River - Jug Bay,02-Jan-2008,13:45:01,02-Jan-2008 13:45:01,11.77,92.7,0.2,5.19,41.3420001029968,,22.3,2.4
Patuxent River - Jug Bay,02-Jan-2008,14:00:01,02-Jan-2008 14:00:01,11.91,93.3,0.2,4.96,40.9280000686646,,27.2,2.4
Patuxent River - Jug Bay,02-Jan-2008,14:15:01,02-Jan-2008 14:15:01,11.95,93.4,0.2,4.89,40.8019997596741,,25.6,2.5
Patuxent River - Jug Bay,02-Jan-2008,14:30:01,02-Jan-2008 14:30:01,11.95,93.6,0.19,4.96,40.9280000686646,,24.1,2.3
Patuxent River - Jug Bay,02-Jan-2008,14:45:01,02-Jan-2008 14:45:01,11.92,93.3,0.2,4.94,40.8920001029968,,26.4,2.1
Patuxent River - Jug Bay,02-Jan-2008,15:00:01,02-Jan-2008 15:00:01,11.9,93.4,0.2,5.03,41.054000377655,,28.9,2.4
Patuxent River - Jug Bay,02-Jan-2008,15:15:01,02-Jan-2008 15:15:01,11.92,93.5,0.2,5.01,41.0180004119873,,28.1,2.2
Patuxent River - Jug Bay,02-Jan-2008,15:30:01,02-Jan-2008 15:30:01,11.94,93.8,0.19,5.07,41.1260003089905,,31.4,2.3
Patuxent River - Jug Bay,02-Jan-2008,15:45:01,02-Jan-2008 15:45:01,11.97,93.7,0.19,4.92,40.8560001373291,,32.2,2.7
Patuxent River - Jug Bay,02-Jan-2008,16:00:01,02-Jan-2008 16:00:01,11.97,93.6,0.2,4.88,40.7840002059937,,27.9,2.1
Patuxent River - Jug Bay,02-Jan-2008,16:15:01,02-Jan-2008 16:15:01,11.94,93.7,0.19,5.04,41.0719999313354,,27.8,2.5
Patuxent River - Jug Bay,02-Jan-2008,16:30:01,02-Jan-2008 16:30:01,11.92,93.4,0.19,4.95,40.9099996566772,,55.7,3.3
Patuxent River - Jug Bay,02-Jan-2008,16:45:01,02-Jan-2008 16:45:01,11.86,93.1,0.2,5.04,41.0719999313354,,29.0,2.4
Patuxent River - Jug Bay,02-Jan-2008,17:00:01,02-Jan-2008 17:00:01,11.86,92.8,0.19,4.92,40.8560001373291,,34.2,2.4
Patuxent River - Jug Bay,02-Jan-2008,17:15:01,02-Jan-2008 17:15:01,11.84,92.7,0.19,4.96,40.9280000686646,,57.0,2.9
Patuxent River - Jug Bay,02-Jan-2008,17:30:01,02-Jan-2008 17:30:01,11.8,92.1,0.19,4.82,40.6760003089905,,70.6,3.8
Patuxent River - Jug Bay,02-Jan-2008,17:45:01,02-Jan-2008 17:45:01,11.85,92.1,0.2,4.66,40.3879997253418,,46.7,3.1
Patuxent River - Jug Bay,02-Jan-2008,18:00:01,02-Jan-2008 18:00:01,11.85,92.1,0.19,4.67,40.4060001373291,,44.5,2.8
Patuxent River - Jug Bay,02-Jan-2008,18:15:01,02-Jan-2008 18:15:01,11.84,91.8,0.19,4.6,40.2799998283386,,61.8,3.1
Patuxent River - Jug Bay,02-Jan-2008,18:30:01,02-Jan-2008 18:30:01,11.89,91.9,0.19,4.45,40.0099996566772,,33.2,2.6
Patuxent River - Jug Bay,02-Jan-2008,18:45:01,02-Jan-2008 18:45:01,11.92,92.2,0.2,4.47,40.045999622345,,34.7,2.5
Patuxent River - Jug Bay,02-Jan-2008,19:00:01,02-Jan-2008 19:00:01,11.91,92.1,0.19,4.48,40.0640000343323,,46.3,3.0
Patuxent River - Jug Bay,02-Jan-2008,19:15:01,02-Jan-2008 19:15:01,11.91,92.3,0.19,4.55,40.1900003433228,,42.4,2.8
Patuxent River - Jug Bay,02-Jan-2008,19:30:01,02-Jan-2008 19:30:01,11.89,92.3,0.19,4.63,40.3340002059937,,37.4,2.3
Patuxent River - Jug Bay,02-Jan-2008,19:45:01,02-Jan-2008 19:45:01,11.87,91.7,0.19,4.44,39.9920001029968,,40.1,2.7
Patuxent River - Jug Bay,02-Jan-2008,20:00:01,02-Jan-2008 20:00:01,11.91,91.7,0.19,4.32,39.7760003089905,,38.2,2.9
Patuxent River - Jug Bay,02-Jan-2008,20:15:01,02-Jan-2008 20:15:01,11.91,91.7,0.19,4.28,39.704000377655,,33.3,1.9
Patuxent River - Jug Bay,02-Jan-2008,20:30:01,02-Jan-2008 20:30:01,11.9,91.4,0.19,4.24,39.6319995880127,,31.1,2.0
Patuxent River - Jug Bay,02-Jan-2008,20:45:01,02-Jan-2008 20:45:01,11.68,89.5,0.19,4.12,39.4159997940063,,55.9,2.6
Patuxent River - Jug Bay,02-Jan-2008,21:00:01,02-Jan-2008 21:00:01,11.88,91.0,0.19,4.11,39.3980002403259,,28.5,2.1
